Texto,Sentimiento
@nicoalessandrap El acoso sexual y el ciberacoso.,POSITIVO
Estoy harta de la doble moral que tenéis con el ciberacoso,POSITIVO
"@isabel132132 @LGTBIGob @btcpd Perdona, es un archivo pdf, por eso no funciona. Si buscas el nombre de la guía en Google aparece de las primeras páginas. El ciberacoso no es más que una extensión del bullying escolar o acoso LGTBIfóbico. Negar que esto no existe es como decir que el coronavirus son los padres",NEUTRAL
#ciberacoso si tu historial que has compartido o buscado en redes sociales se evaluara ¿cuál sería tu reputación digital?,NEUTRAL
si calificas de forros a cierta parte de la población después no te quejes del ciberacoso,POSITIVO
@nuriapiera Que hizo este muchacho. Todos hablaban mal por un supuesto ciberacoso. Mmm...,NEUTRAL
@aalwaysbadmood @luciiafernaand2 @_yyixiii @mariinnaaxx @lamarinix @xadrix_17 le haces ciberacoso a mi hijo?,NEUTRAL
"@Naky @LaDivinaDiva @RunRunesWeb Ah pero, una comunicadora digital puede expresar una opinión por la posibilidad del ciberacoso que puede generar una difusión masiva del humor pesado, p.e. el stand-up denigrando en general a todas las mujeres de servicio, o la necesidad de humor en una red atribulada...",NEUTRAL
En japón van a apurar la ley de ciberacoso,POSITIVO
"@Maanulpz Hermano puedes denunciarlo y la van a pillar rápido no seas tonto, eso es ciberacoso",POSITIVO
"Bloqueo a diario cuentas de Twitter por comentarios de odio, xenofobia, misoginia, homofobia... y por comentarios estúpidos, intentos de ciberacoso, agresión o bullyng. Twitter es la caldera del diablo de malos sentimientos. Su diseño incluía esta suerte de zona de intolerancia.",POSITIVO
"Lunes: montar un debatito sobre relaciones de poder y formas de acoso dentro del colectivo.

Martes: sacar a un chaval a hostias del armario y darle una racioncilla de ciberacoso para machacarlo.",NEUTRAL
"En el mismo artículo se menciona qué el acosador desconoce límites y el impacto de sus palabras porque a través de la pantalla no mide el daño que le hace a otra persona. 

Probablemente aquí el término correcto sea ciberacoso.",POSITIVO
"@Solo_Wrestling En Japón y Corea el ciberacoso es un problema muy serio, ha tenido que morir una cara conocida para que se muevan un poco. Creo que se debería identificar una vez que te denuncien varias veces, multas ejemplares e incluso cárcel, así seguro que se consigue algo.",POSITIVO
Chicos necesito hacer una denuncia sobre ciberacoso ¿cómo le hago?,POSITIVO
Luego diréis que #NoAlBullying pero lo que estáis haciendo a @_rodrifdez debe ser lo más cercano al ciberacoso.,POSITIVO
"@raggerbxy @Alphasniper97 @iTz_MrK Cómo dije cada acto tiene sus consecuencias. Aparte, el imbécil del niño le hizo ciberacoso a este youtuber.",NEGATIVO
"Me sorprende la capacidad que tienen algunos de no considerar ""acoso"" a los insultos en una red social. Las mierdas de persona que ahora insultan a alguien que hizo un comentario desafortunado o cometió un error, son las mismas que después usan ""UGH!"" para criticar el ciberacoso.",NEGATIVO
"@Andycuba4 @Alphasniper97 @iTz_MrK No te cuesta nada tapar el nombre de usuario, tiene una comunidad muy grande y hay mucho fanboy gilipollas que dirá ""unga unga ha insultado a mi ídolo le voy a insultar yo unga unga""

Conocido también como Ciberacoso.",NEUTRAL
"@Skedudrifter @G2Nestor @AlinkFg97 Hombre, en ese caso, por supuesto, fuera del juego no sólo está el dinero y los patrocinadores sino también movimientos judiciales por Ciberacoso..",POSITIVO
"Cuando he visto que alguien cierra sus redes por el #ciberacoso pienso ""no, desapareciendo ganan, no lo hagas"" recordaba las palabras de Jessica Nigri ""they can't touch you"" pero no me paraba a pensar en la fortaleza de cada persona",NEUTRAL
@sargentocharli @phobyac conozco un canal que ha tenido que hacer eso por la llegada de bots que le llenaban el chat de mensajes..... por lo que veo no es la unica que esta sufriendo el ciberacoso.,POSITIVO
"@kardyman @jfpval Venga, que sí. Acoso, venga, que sí, venga, cambio bullying por ciberacoso. Ea, ya.",POSITIVO
"@SrMiguelGH @Lucajuventuscr7 También puede ser compatible, pero debes dejar de insultar ... Te recuerdo que hace unos días una chica famosa por el ciberacoso se suicidó.",POSITIVO
"Sabias que: si eres victima del CIBERACOSO, hay entidades que te protegen y asesora al respecto, 
@CaiVirtual o CENTRO CIBERNETICO de la @PoliciaColombia, en esta entidad puedes denunciar y reportar delitos informaticos.

#YoProtejoMiDignidad",POSITIVO
@hanniasaurus Neta esta muy buena habla sobre las personas doble cara y el ciberacoso y no se parece nada a elite ni un poquito,NEUTRAL
"""Le pide a su amiga que le avisé al llegar, pero que no se olvide que se muere de miedo de que no vuelva más"" #NiUnaMenos 💜✊🏼",POSITIVO
"@GPCocina Demasiado educada es ! Después de leer las barbaridades que le decían ... sobre todo las mujeres , y después pedimos #niunamenos y aclaro no era para nada mi favorita , pero de ahí a insultarla ....",POSITIVO
"y de sostenimiento de sus hogares que se encuentran en situación de pobreza e indigencia”.
.
 🚨 Si existe un compromiso para hacer realidad el #NiUnaMenos, el Estado debe dar respuestas sin demoras. 🚨

#EmergenciaNiUnaMenos

Mujeres de la Matria Latinoamericana.
@mumalanacional",POSITIVO
Antes que el Covid-19 ya existía una Pandemia que no se preocuparon por solucionar... se la llama Femicidio. #NiUnaMenos #Parendematarnos,POSITIVO
"Los vecinos también hacemos parte del contexto de violencia intrafamiliar, vea, si ud oye que le están pegando a una mujer,  llame a la policía, una vez sepa el agresor que ya hay alguien pendiente lo pensará dos veces.

#NiUnaMenos #EstamosMamados",POSITIVO
"🌈 Ni una menos, vivxs, libres y desendeudades nos queremos! 💜
#NiUnaMenos #3J 
#AbortoLegalYa 💚
#CupoLaboralTransYa 🏳️‍🌈",POSITIVO
"@f_javier_acuna @IBERO_mx @IFAImexico El orgulloso comisionado presidente del @INAImexico posando con el golpeador Horacio Aguilar Alvarez 

#ConLasMujeresNo #NiUnaMenos",NEGATIVO
"@ciudad_magazine Vivila como quieras pero después no uses a la justicia cuando quieras denunciarlo ni te asumes a causas como #NiUnaMenos cuando sientas que te falta el respeto o es violento. Mejor hacerla pero callada, marmota",NEGATIVO
"Quizás no sea el momento, pero yo tengo una duda... Entonces si grabáramos un feminicidio, ¿También seríamos foco de atención? #NiUnaMenos #JusticeForGeorgeFlyod",NEUTRAL
"Por cierto, NUNCA de los nunca TOLEREN estar en una relación donde sufren cualquier tipo de MALTRATO. Los tqm! #NOmásmaltrato #NiUnaMas #NiUnaMenos",POSITIVO
"Si si, muy bonitas con #NiUnaMenos pero para eso TAMBIÉN hay que respetarnos y dejar de juzgarnos entre nosotrAs.",POSITIVO
"Recuerda que:
No existía #NadieMenos hasta que existió #NiUnaMenos 
No existía #AllLivesMatters hasta que existió #BlackLivesMatter 
No existía el Orgullo Heterosexual hsta que existió el Orgullo LGBT. 

No te importa la lucha, ni por lo que se lucha, te molesta no protagonizarla",NEUTRAL
"@dfpenafiel @momentoviral El #NiUnaMenos mejor debería ser ""Nadie menos""",NEUTRAL
Nuestra más absoluta condena al Feminicidio de hoy en #SantaColoma #NiUnaMenos #EnsVolemVives @artemisdegrame1 @la_ciba @laltraveu_ @SuffragettesThe,POSITIVO
"@LanaMontalban La única verdad en este país son las obras del Presidente 
@mauriciomacri @Guillodietrich ;mientras los q HOY las inauguran y usurpan, gritaban""el cemento no se come"" y punto redondo. 
Tunelera Elisa la Primer mujer Ingeniera de América Latina.#MeToo #NiUnaMenos",NEUTRAL
"Esta lista se actualiza cada día porque no queremos #niolvidoniperdon
#parendematarnos #feminicidioesgenocidio #vivasnosqueremos #niunamenos #semillerafeminista",POSITIVO
que tristeza e impotencia me da ver que ni en nuestras casas estamos seguras. #NiUnaMenos💜,POSITIVO
"Jime Baron Q viva como se le cante, solo que evite la utilizacion de una causa para promocionarse, descalifica y deshonra a las verdaderas victimas de maltratos y  #femicidios #tratas #NiUnaMenos",POSITIVO
"@radiomitre Jime Baron Q viva como se le cante, solo que evite la utilizacion de una causa para promocionarse, descalifica y deshonra a las verdaderas victimas de maltratos y  #femicidios #tratas #NiUnaMenos",NEUTRAL
"@denisehutterz Hoy por nosotras, mañana por ellas 
@denisehutterz 💜
 Corazón morado
#NiUnaMenos #sevaacaer",POSITIVO
"@momentoviral Siii chica@s denuncien , una persona así nunca cambia , y las mamás si ven algo raro en sus hij@s  por favor pongan atención !! #NiUnaMenos",POSITIVO
@peru21noticias #NiUnaMenos  ahora que dirán?,NEGATIVO
"@almarambula @carlosestradaiz @AriasNora @RogeliaGLuis #NiUnaMenos 
#FelizViernesATodos el gobierno se olvida de las mujeres #NosEstanMatando",NEUTRAL
"@tanoproductor Porca miseria!
#QuedateEnCasa 
#GraciasCristina
#NiUnaMenos",NEGATIVO
"#LaViolenciaHastaSinMesicamentos
#PorUnaVidaSinViolencia
#NiUnaMenos
Somos sororas y empáticos con los niños con cáncer
#YoSoyObservatorioCiudadano",POSITIVO
"""El Suizo me marraneaba, pero la culpa es suya"". El documental.

#NiUnaMas #NiUnaMenos #NiUnaDividido #NiUnaMultiplicado",NEUTRAL
"No hay que grafitear edificios, hay que quemarlos 🤔🤔🤔🤔
#NiUnaMas
#NiUnaMenos
#JusticeForGeorgeFloyd",NEGATIVO
Por primera vez no podremos hacer la marcha del #3J #niunamenos quiero llorar 😭,NEUTRAL
"Los femicidios son la otra pandemia, que muchos niegan y se combate con ayuda y un Estado presente.
Si la cuarentena te encuentra aislada con un maltratador llama al ☎ 144 
También por WhatsApp al 1127716463 y 1127759047/48 Por favor compartí
#NiUnaMenos 💜",POSITIVO
"@ciudad_magazine Vuelve con un tipo que denunció por violencia, usando el “#NiUnaMenos” 
Hizo canciones y hablo del feminismo para vender. Ventila cosas íntimas en donde se le da la gana. En fin, ella hizo su uso libertad de expresión con hipocresía incluida. Usando mi libertad: es una pelotuda.",NEGATIVO
"@CNNEE Similar en México en muchos casos, especialmente con el de violencia de género. Luego salen sorprendidos cuando llega a #feminicidio. 

#NiUnaMenos #ViolenciaDeGénero",POSITIVO
@MorettaNikole @eduardovarascar Puta madre! Feminista #NiUnaMenos has sido. Siga nomás por la sombrita. Ni tiene sentido alguno discutir con un espécimen así,NEGATIVO
"#Niunamenos
#fueraalasapa
#revelatuidentidad
JAJAJAJA chiks repórtense",NEUTRAL
@Notetrago20 @Pablolinde Y a las españolas que les den por culo claro..el facherío siempre aflora en machismo..😬💩😤 #NiUnaMenos #NiUnaMas #igualdad #lenguajeinclusivo #mujeres,NEGATIVO
"✔ Por qué es necesario declarar la emergencia en violencia contra las mujeres?

✔ Cómo pensar un feminismo popular?

GRACIAS JCR NEUQUÉN!

#EmergeciaEnViolencia
#EmergenciaNacionalYA #NiUnaMenos",NEUTRAL
"si seguimos justificando al victimario y juzgando la víctima. En esta sociedad es realmente jodido ser mujer y más jodido es que en vez de encontrar apoyo en nuestro género, encontremos más odio. Yo ya reaccioné y mi invitación es a que nos apoyemos juntas en la lucha #NiUnaMenos",POSITIVO
"Por favor, cuando decimos #NiUnaMas , cuando decimos #NiUnaMenos lo decimos porque #NosQueremosVivas 

Estamos tristes por la última asesinada, impotentes ante la próxima y trabajando para lasque lo están sufriendo y  enérgicas para seguir luchando para vivir en #Igualdad",POSITIVO
"#BuenViernes | #NiUnaMenos Si eres víctima de violencia de género, no dudes en llamar al 144, línea gratuita de asistencia las 24 horas #QuedateEnCasa",POSITIVO
"Fuí víctima de #Violencia Intrafamiliar
#violenciasmachistas
 🛑Pude irme,pude superarlo,perdone,me supere,deje de tener miedo,denuncie,soy totalmente libre,sobre todo Dios me guardo,jamás volví a regresar y volví a amarme no acepte el #maltrato,nunca lo merecía. #NiUnaMenos",POSITIVO
"@UnaiHualde @parlamentoNA Eso debería ser. LA ÚLTIMA.
#NiUnaMenos 
#NiUnaMas",NEUTRAL
"mientras la sangre siga hirviendo, las calles seguiran ardiendo #BlackLivesMatter #NiUnaMenos",NEUTRAL
"@gisb_sus @mujeresjuezas @UPFiscales @mablanco60 @escar_gm @nandogerman @AlvaroBotias @PAZLLORIA @NuriaCSopena @loretoochando Brava Susana!!!!....@gisb_sus gracias por la labor divulgadora y combativa de la lucha contra la #ViolenciaDeGenero, nos impulsas a seguir comprometid@s!! #NiUnaMenos💜",POSITIVO
"#AllLivesMatter es como el #Nadiemenos de #niunamenos solo que aquí la gente blanca, privilegiada, RACISTA, pretenciosa y estúpid4 lo usa para denostar una causa legítima, el #BlackLivesMater.  Y si también son pro- monumentos y dicen algo así como ""No way! My Walmart!""",NEUTRAL
@jhonybrayanm98 Qué tiene que ver el #Niunamenos en esto amigo? Cuando nace ese movimiento curiosamente ocurrieron más asesinatos contra mujeres. 🤔,NEUTRAL
"Aunque ustedes no lo crean, incluso entre nuestra población que la mayoría no es de tez clara existe racismo. Desde comentarios despectivos hasta maltratros físicos por solo el color de piel. Debemos crear una nueva generación llena de respeto.
#BlackLivesMatters #NiUnaMenos 🟢🟣",POSITIVO
"Una chica en mi edificio iba piso por piso llorando desconsoladamente, cuando salimos varias a asistirla, no la encontrábamos. Por suerte una vecina pudo contenerla. Y exploto el grupo de mensajes de q estamos todas 🙋🏼‍♀️! Q bueno saberlo 💜💚✊🏽 #NoEstamosSolas #YoTeCreo #NiUnaMenos",POSITIVO
"Para las personas que dicen “no son formas de hacer justicia”, cualquiera es forma, siguen matando a personas por su género, color de piel y orientación sexual y más desigualdades en pleno 2020!  
#BlackLivesMatter  #NiUnaMenos   #LGTBIfobia",NEUTRAL
"O de los falsos aliados como el wey que no quería aceptar un NO cuando le dije que no quería estar con el, fue el mismo que me mando mensaje diciéndome que estaba orgulloso del movimiento, que nos apoyaba y que #NiUnaMenos",NEUTRAL
"@Horacio64893859 @alfredodelmazo @FiscaliaEdomex Las acciones de este sujeto, Hiracio notario, ponen en peligro de feminicidio a su esposa. Favor de investigar.
#NiUnaMenos",NEGATIVO
"Valía la pena compartilo porque es acertado, basta de matar, no somos numeros más #niunamenos",NEUTRAL
"Allá afuera, hay miles de voces y gritos en el viento, que suplican auxilio, y exigen justicia. 

#justiciaparaleonila 
#JusticiaParaDiana 
#NiUnaMenos",POSITIVO
"@VeroDelgadilloG Bien dicho!! Cero Tolerancia
#NiUnaMenos",POSITIVO
@AnaLiliaHerrera @FiscaliaEdomex @PJEdomex @50mas1edomex @50mas1Mx @LasConstiCDMX @MujerEsPlural @retosfemeninos @nenaorantes @YndiraSandoval @Horacio64893859 debe ser separado del cargo y juzgado conforme a la ley. #NiUnaMenos 💜,POSITIVO
@agusbovee Nuestro primer #niunamenos lejos😭,POSITIVO
"Sobre ella porque yo no demuestro mi sentimiento por alguien, pero mae sepan que a ella yo la quiero un pichazo y pagaría lo que fuera por devolverme a ese día y traérmela en mi bicicleta, esto no se lo deseo ni a mi peor enemigo...
#NiUnaMenos",POSITIVO
No quitan de moda el #NiUnaMenos plis :((,NEUTRAL
Literalmente hay gente protestando -“Dejen de matarnos” y aun hay gente que pone peros #BlackLivesMatter #NiUnaMenos #AllLivesMatter,NEUTRAL
"@BeluSanabria99 Entiendo todo eso solo critico que el feminismo actual ya pasó a ser de índole política, y ya no ayuda en nada a las mujeres, ya que tanto te gustan los ejemplos, desde que surgió #NiUnaMenos los ""femicidios"" lejos de disminuir, se multiplicaron.",NEUTRAL
"@AnabelD52418793 @Horacio64893859 OJALÁ LOS GRUPOS FEMINISTAS SE UNAN Y VALLAN A MANIFESTAR Y EXIGIR JUSTICIA A LAS A FUERAS DE SU OFICINA ...

#NiUnaMenos",NEUTRAL
"Es importante que las mujeres entendamos que debemos empoderarnos juntas para decir BASTA. Basta de violencia machista, BASTA de femicidios.
Voy a seguir pidiendo y luchando por el #NIUNAMENOS  y por el ABORTO LEGAL,SEGURO Y GRATUITO.",POSITIVO
"#HoracioAguilarÁlvarezdeAlba, asco de persona que violenta a su esposa y piensa que con una cartita diciendo sorry se arregla todo, #notario102 debería de aprender el significado de ser un hombre de verdad. #FueraNotaría102 #NiUnaMenos #BastaDeViolenciaContraLaMujer",POSITIVO
". @TwitterSeguro @TwitterMexico  Paremos ya con los acosos de esta clase de personas, que no conforme con acosar con su cuenta oficial @netoLanetaaa usan cuentas falsas  @Karl_Lagerfe1d 
#NiUnaMenos",POSITIVO
El racismo en USA es lo equivalente a los feminicidios en México en cuanto a gravedad de tema social. Ninguno de los dos es aceptable y me gustaría que la gente que muestra un interés por redes sociales por Floyd se sumará a realizar lo mismo por los feminnicidios. #NiUnaMenos,POSITIVO
"Es ""calidá"" con los perros y da gusto tenerlo como compañero de laburo, pero toda mujer que haya salido con él puede contarte de sus agresiones verbales, psicológicas y físicas. Qué te importa más: cómo es contigo o cómo fue con ellas? #parapensar #NiUnaMenos #sevaacaer",NEUTRAL
"#NiUnaMenos y #BlackLivesMater llevan años de protestas pacíficas. No es hasta que destruyen, que la gente voltea a verlos. ¿Y todavía hay quienes se dignan a criticar? Tengan madre",POSITIVO
"para continuar trabajando en la visibilización de la violencia machista y su consecuencia más grave que es el femicidio. 

En esta oportunidad las actividades se realizarán en el marco de la pandemia del COVID-19. 

#ArgentinaUnida
#NiUnaMenos",POSITIVO
"@ceciazul Increíble !!!
No puedo expresar la rabia y la indignación 
💪🏾 Hermanas mexicanas !💚
#NiUnaMenos 
#NiUnaMás",POSITIVO
"@Iaio003 @juli_silva13 @_Pau_Fernandez @guajardoluuu Hay que cambiar todo una cultura para que dejen de haber femicidios, lo que se hace con el #NiUnaMenos menos es visibilizar esta problematica y tratar de cambiar el pensamiento de mucha gente que por ej antes de esto normalizaba el abuso intrafamiliar etc, no lo entenderias",POSITIVO
@lasillarota #Edomex @notariadomex #ViolenciaDeGenero #ViolenciaMachista #ViolenciacontraLasMujeres #BastaYa #NiUnaMas #NiUnaMenos #VivasNosQueremos sanción ya @alfredodelmazo @FiscaliaEdomex @FiscalEdomex nefasto misógino!,NEUTRAL
"@Horacio64893859 @la_sillarota @Radio_Formula @politicomx @sopitas 👉🏽Señor Notario, la persona agraviada tiene nombre, usted solo intenta quedar bien con los demás, a ellos dirigió su disculpa, su conducta debe tener consecuencias. No se debe permitir que alguien que se atreve a agredir a una mujer quede impune. Una disculpa no basta #NiUnaMenos",POSITIVO
Barreda andate por las cloacas viejo de mierda #Barreda #NiUnaMenos,NEGATIVO
"¿Podría el gobernador @MBarbosaMX dejar los pleitos ratoneros y mejor tratar de garantizar la seguridad de los poblanos, como es su obligación? No olvidemos las marchas del 8 y 9 de marzo, las demandas son vigentes #JusticiaParaMichel #NiUnaMenos",POSITIVO
"@baronjimena hizo algún comentario sobre #AbortoLegal2020 o ahora que está de novia se olvidó?
#AbortoLegalYa #feminismo #NiUnaMenos",NEUTRAL
Pregunto de pronto en argentina no hay más #niunamenos ? No hay news ahí te das cuenta lo que es el #periodismo #femicidas  #periodistas,NEUTRAL
@QuePocaMadre_Mx Y #NiUnaMas #NiUnaMenos  por los rumbos del @PRI_EDOMEX no son los mismos derechos de la mujer la dejaran sola. #Feminazis oportunistas ¿donde están?,NEUTRAL
"¿Ven cómo el mundo sí está bien jodido y la humanidad merece extinguirse?

 #BlackLivesMatter #NiUnaMenos 
#PizzaGateIsReal",NEUTRAL
"La audiencia de juzgamiento del caso de #femicidio de Evelyn Bravo Bodero será el 8 de junio de 2020 a las 12h00.
Exigiremos #JusticiaPorEvelyn 
#NiUnaMenos",NEUTRAL
"Catherine Castro, no solo hay violencia sexual contra la mujer en el conflicto armado, la mujer se ve obligada a desplazarse del territorio a raíz de estas violencias. #OEM #Interseccionalidad #cuidadospacifico #niunamenos",POSITIVO
"No queremos más violencia, ni en la prensa, ni en la militancia, ni en las relaciones, ni en las amistades ni en ningún lado. #niunamenos #nonoscallamosmas #parendematarnos #justicia #durazno #Uruguay #escrache #machismo #violencia",POSITIVO
"#NiUnaMenos Si eres víctima de violencia de género, no dudes en llamar al 144, línea gratuita de asistencia las 24 horas #QuedateEnCasa",POSITIVO
"@svmusicology @Maestro_Montes @AlmaDeutscher @caroshawmusic @hildurness @agnesobel @monterogabriela @RoxannaPanufnik @lizalimcomposer @GOrtizcomposer @chayaczernowin7 #NiUnaMenos
#NoSinVosotras
#NoSinMujeres
Gracias :)",NEUTRAL
"@jerecaibocero @gnzalochristol Menos mal, por qe dsp del último.... #NiUnaMenos",NEUTRAL
"hace 15 años que luchamos por el aborto legal y hasta el día de hoy siguen eligiendo por nosotras, 2020 y apoya  el aborto clandestino #AbortoLegal2020 #AbortoLegalYa #NiUnaMenos",NEGATIVO
"@izquierdadiario #NiUnaMenos  

Ustedes son una secta inmunda. 

Eligen con que muerte, caso de violencia o acoso indignarse. 

Los que les conviene políticamente, sólo porque son una rama de la izquierda kirchnerista. 

Váyanse a lavar la felpuda o a cagar iglesias.",NEGATIVO
"@Horacio64893859 @la_sillarota @Radio_Formula @politicomx @sopitas @alfredodelmazo  esperamos respuesta YA ante este acto violento y cobarde del notario 102 de Tlalnepantla @Horacio64893859  , no basta una ""disculpa"" este tipo debe responder ante la autoridad por agresiones y atentar contra la integridad de una mujer #NiUnaMenos",POSITIVO
"@lopezdoriga @alfredodelmazo  esperamos respuesta YA ante este acto violento y cobarde del notario 102 de Tlalnepantla @Horacio64893859  , no basta una ""disculpa"" este tipo debe responder abre la autoridad por agresiones y atentar contra la integridad de una mujer #NiUnaMenos",POSITIVO
"Si apoyas las protestas afroamericanas pero no las feministas, realmente no lo entiendes. #BlackLivesMatter #NiUnaMenos",NEUTRAL
"Monitor @FundaREDES_ /

En Ciudad #Bolívar el CICPC asesinó a hombre solicitado por tribunales, en operativo policial, el ahora occiso también estaba acusado de violencia doméstica, se le identifico como Orlando Flores. 

 #NiUnaMenos",NEGATIVO
"Hoy mi mamá cumple otro año de que fue víctima de un feminicidio y estoy enojada, estoy que me lleva la chingada por la injusticia en este país.
#MexicoFeminicida
#NiUnaMenos 
#NiUnaMas 
#JusticiaParaTodas",NEUTRAL
@emariana74 Como buen machito exhibido dobló las manitas. Ahora toca escuchar a la esposa. La autoridad si o si debe sancionar al notario con al menos una suspensión igual o mayor a 6 meses. La violencia contra las mujeres no debe quedar impune nunca.  @alfredodelmazo @SGGEdomex #NiUnaMenos,POSITIVO
@FCOMonConce @kanygarcia @monlaferte Esta fuertísimo el tema ! La cago ! Aplausos para Ambas👏🏼👏🏼👏🏼 #NiUnaMenos,POSITIVO
"Yo no voy a esperar a que le pase algo a mis hermanas o a mi madre para alzar la voz y pedir ¡justicia! 
#NiUnaMenos",POSITIVO
"@proceso Le sirvió contar hasta 10 sino capas y la mata verdad @lopezobrador_ 
#ViolenciaDeGenero #NiUnaMenos #Feminicidio",NEUTRAL
"¡PEDIMOS JUSTICIA!
¡NOS QUEREMOS VIVAS!
#NiUnaMenos",POSITIVO
"Están quemando una ciudad entera (Minnesota) por el homicidio de una persona afroamericana por un policía. En #México matan a 10 mujeres al día, y el pueblo se indigna porque en las manifestaciones feministas grafitean monumentos nacionales. #MéxicoFeminicida #NiUnaMenos",NEUTRAL
"@crhoycom Pobrecita seguro ese machirulo opresor le metió el pene en la boca sin su consentimiento,  #NiUnaMenos",NEGATIVO
"Mientras la impunidad exista y no se garanticen los derechos más elementales seguirán ocurriendo femicidios. 

Necesitamos más que leyes, que se cumplan.

#NoMasVictimas 
#NiUnaMenos
#28Mayo",POSITIVO
"Perú 2019: 164 Mujeres asesinadas, 2236 mujeres desaparecidas #NiUnaMenos",POSITIVO
@Frijogtz Pero que a esos mismos que apoyan las manifestaciones por el caso racista sucedido recientemente tampoco se les olvide el dolor que vivimos las mujeres y nuestra lucha de #NiUnaMenos también es completamente válida,NEUTRAL
"@emariana74 Sea cual sea la causa, es reprobable el trato hacia una mujer de esa manera,  y eso que ese señor se ve más madurito, pero solo por fuera.
#NiUnaMenos",POSITIVO
el aborto legal es una deuda de la democracia y nuestra lucha es la revolución de las hijas del pañuelo verde y del #niunamenos.,NEUTRAL
"Bien #BlackLivesMatter pero hace unos meses criticando el #NiUnaMenos. En fin, la hipocresía. 🤷🏽‍♀️",NEUTRAL
"En mi escuela van un chingo de vatos que se pronuncian feministas, sin embargo todos son amigos de mi agresor y les encanta ver conversaciones donde yo abrí mis sentimientos a alguien en quien confiaba, son feministas en redes sociales pero los conozco en persona... #NiUnaMenos",POSITIVO
"En #México, pedir a una #Mujer, #CuentaHasta10 estando frente a su agresor, la pone en riesgo.
El Estado tiene la obligación de otorgar a las #Mujeres, mecanismos de denuncia ante una situación de peligro inminente, refugio para su resguardo y guía jurídica. #NiUnaMás #NiUnaMenos",POSITIVO
"@kotimanzur Típico zurdo misógino , no le des bola , ros fin los típicos falsos que levantan el cartelito de #NiUnaMenos . Falsos como las femibolches . Te banco en esta .",NEGATIVO
"55 son la cantidad de femicidios en cuarentena. 😡 
#NiUnaMenos",NEUTRAL
"Buenos días, frase de hoy: Si es un deber respetar los derechos de los demás, es también un deber mantener los propios. Herbert Spencer, (1820-1903) Escritor británico... A darle y mucho ánimo + !! 👊👊 #QuedateEnCasa #ConsumeDeRestaurantes #CervezaArtesalSonora #NiUnaMenos",POSITIVO
"Sin #AbortoLegal no hay #NiUnaMenos  
#Abortolegal",POSITIVO
"#AbortoLegal2020 #AbortoLegalYa #ConElProyectoDeLaCampaña

Nos organizamos de cara al #3J sin aborto legal no hay #NiUnaMenos",POSITIVO
"Se puede ser #AbortoLegal y #NiUnaMenos y a la vez ser @baronjimena ?
PORRQUE DENUNCIO A SU EX, MILITO NI UNA MENOS Y ABORTO, AHORA VOLVIO CON EL EX?
#FeminismoInutil #feminismo",NEUTRAL
"@delchusaavedra Nooo boluda, lo acusó de violencia de género, que le había sacado toda la plata y hasta subió una foto de el con el #niunamenos pero lo borró",POSITIVO
"Esta lista se actualiza cada día porque no queremos #niolvidoniperdon
#parendematarnos #feminicidioesgenocidio #vivasnosqueremos #niunamenos #semillerafeminista
n",POSITIVO
@RomeluNegro Solo falta que ahora diga #NiUnaMenos el descarado misógino de #TinelliSorete,NEGATIVO
"quizás en realidad, ahora es cuando todo empieza... #BlackLivesMatter  #NiUnaMenos  #NoAlCodigoCivil  y muchos más",NEUTRAL
"15 años de campaña, el Kirchnerismo supo de su existencia a partir del segundo #NiUnaMenos (aproximadamente).
No lo entenderían, poco saben de consecuencia y coherencia política.
¡Aborto legal, seguro y gratuito!",NEUTRAL
"Durante la sesión se mocionarán los miembros de la Comisión de Control de la Venta de Chatarra del Parque Automotor, mientras que la Comisión de Equidad de Género y Diversidad pronunciará un documento sobre el aniversario del #NiUnaMenos y Mes de la #diversidad.",NEUTRAL
"@emariana74 El poco hombre la amenaza ""¿por las buenas o por las malas?""

Espero que el gobierno de @alfredodelmazo actúe a tiempo y no se convierta esta mujer en una cifra más de #feminicidio del #Edomex
 
#NiUnaMenos #ViolenciaDeGenero  
@SGGEdomex",NEUTRAL
"Hay que deconstruir el patriarcado. Debemos pensar en una comunidad más igualitaria.
 #NOESNO #NIUNAMENOS",POSITIVO
Cada muerte por aborto es inevitable y por lo tanto un femicidio de estado. #NiUnaMenos por abortos clandestinos #AbortoLegal2020,NEUTRAL
"Las miles de mujeres, jóvenes y niñas asesinadas y desaparecidas en este país no pudieron “sacar su bandera blanca”.

Que no se te olvide eso, @GobiernoMX.

#NiUnaMenos  
#CuentaHastaDiez 
#EstadoFeminicida",POSITIVO
"Denunciamos y exigimos que el Estado capacite y prepare a los funcionarios pertenecientes a instancias policiales, investigativas y judiciales con perspectiva de género. ¡Basta de femicidios y de impunidad! #NiUnaMenos",POSITIVO
"@macasante @HernanLarrainF @FelipeWard @GobiernodeChile @MinMujeryEG @sebastianpinera @SernamEGChile Muy bien, aunque sería una buena medida colocarles un"" brazalete electrónico"" a cada maltratador (Maricón) 
#NiUnaMenos",NEGATIVO
"@bollecochile Es una pena grande lo que paso con esta joven y más encontrarla en el mismo pueblo en el que vivo, flotando en el rio😔ojala que no quede todo hay y se haga algo que allá justicia para ella y para muchas jóvenes que pasaron por lo mismo.
#NiUnaMenos",POSITIVO
